Town,Population,OneDose,FullVax,FirstBoost,SecondBoost,OneDosePerCap,FullVaxPerCap,FirstBoostPerCap,SecondBoostPerCap,accountants_per_10000_residents_2013,apartments_condos_multis_per_residential_parcels_2011,architects_per_10000_2013,assessed_home_value_changes_2009-2013,barbers_per_10000_residents_2013,births_per_1000_residents_2010,boaters_per_10000_residents_2012,burglaries_per_10000_residents_2011,cars_motorcycles_&_trucks_average_age_2012,cars_per_1000_residents_2012,class_size_in_school_district_2011-2012,condos_as_perc_of_parcels_2012,construction_supervisors_per_10000_2013,crashes_per_1000_residents_2007-2011,culture_and_rec_spending_per_person_2012,dentists_per_10000_2013,doctors_per_10000_residents_2013,education_spending_as_a_percent_2012,education_spending_per_resident_2012,electricians_per_1000_residents_2013,expenditures_per_resident_2012,females_percent_in_community_2010,fire_dept_spending_as_a_percent_2012,firefighter_costs_per_resident_2012,fixed_costs_percent_2012,funeral_directors_per_10000_2013,gun_licenses_per_1000_residents_2012,historic_places_per_10000_2013,home_schooled_per_1000_students_2011-2012,homes_built_in_39_or_before,household_member_who_is_2_races_or_more_per_1000_households_2010,households_average_size_2010,households_one-person_2010,hybrid_cars_per_1000_vehicles_2013,in_home_since_1969_or_earlier,income_average_per_resident_2010,income_change_per_resident_2007-2010,inmates_in_state_prison_per_1000_residents,liquor_licenses_per_10000_2011,massage_therapists_per_10000_2012,median_age_2011,miles_driven_daily_per_household_05-07,minority_students_per_district_2012-2013,motorcycles_change_in_ownership_2000-2012,motorcycles_per_1000_2012,multi-generation_households_2010,police_costs_per_resident_2013,police_employees_per_10000_residents_2011,police_spending_as_a_percent_2012,population_change_1950-2010,population_change_2010-2011,presidential_fundraising_obama_vs_romney,property_crimes_per_10000_residents_2012,property_tax_change_09-13,pupils_per_cost_average_by_district_2011-2012,real_estate_professionals_per_1000_residents_2013,residential_taxes_as_percent_of_all_property_taxes_2013,saltwater_fishing_licenses_per_1000_2013,school_district_growth_09-13,single-person_households_percent_65_and_older,snowmobiles_per_10000_residents_2012,state_aid_as_a_percent_of_town_budget_2012,students_in_public_schools_2011,tax-exempt_property_2012,tax_bills_for_single-family_homes_2012,tax_bills_for_single-family_homes_2013,taxable_property_by_percent_2012,teacher_salaries_by_average_2011,teachers_percent_under_40_years_old_2011-2012,trucks_per_1000_residents_2012,veterinarians_per_10000_2013,violent_crimes_per_10000_residents_2012,voters_as_a_percent_of_population_2012,voters_change_in_registrations_between_1982-2012,voters_democrats_as_a_percent_2012,2020_votes,2022_gov
Palmer,12444.0,9117.0,8291.0,4636.0,1076.0,0.732642237222758,0.6662648666023786,0.3725490196078431,0.0864673738347798,6.6,0.188,0.8,-0.097,9.1,9.7,315.5,48.6,10.7,487.0,18.1,0.037,5.8,160.5,71.0,3.3,29.7,57.4,1363.0,4.6,2199.0,50.2,,,20.0,7.4,122.3,2.5,14.1,34.7,4.3,2.37,29.8,9.2,12.5,22930.0,0.07,1.6,24.7,7.0,41.8,63.5,11.0,0.17,36.2,27.7,129.0,18.0,5.9,0.27,0.001,27.0,214.0,0.073,12541.0,4.0,82.9,16.6,-0.166,36.6,90.5,38.6,0.954,12.7,2893.0,2994.0,87.3,58531.0,0.32,386.0,1.6,38.3,8297.0,0.26,28.8,6503.0,Diehl
Russell,1639.0,1181.0,1067.0,615.0,134.0,0.7205613178767541,0.6510067114093959,0.37522879804759,0.0817571690054911,5.6,0.076,0.0,-0.064,0.0,13.5,445.1,,11.4,354.9,,0.0,16.9,110.4,29.0,,0.0,62.5,1110.0,8.5,1776.0,50.8,2.96,53.0,6.5,0.0,159.9,5.6,90.1,25.5,5.7,2.7,16.3,7.1,7.5,23800.0,-0.01,0.0,22.5,11.0,38.7,76.1,,0.587,41.1,36.6,17.0,,1.0,0.37,0.001,,,0.073,,6.0,87.8,25.9,,29.0,281.5,7.9,0.857,8.6,3646.0,3699.0,91.5,,,436.0,5.6,,1023.0,0.27,19.0,919.0,Diehl
Southwick,9228.0,6912.0,6101.0,3436.0,808.0,0.7490247074122237,0.6611400086692675,0.3723450368443866,0.0875596012136974,8.4,0.115,0.0,-0.076,3.2,7.9,741.9,,11.2,456.7,,0.048,3.2,96.2,44.0,5.3,4.2,47.5,865.0,3.9,1781.0,50.4,1.82,32.0,8.5,1.1,137.6,1.1,23.9,10.6,4.9,2.56,24.2,10.3,10.1,30607.0,-0.01,0.2,28.4,11.0,43.0,75.8,,0.166,36.3,36.4,156.0,22.0,8.8,2.33,0.001,35.0,153.0,0.14,,8.0,88.8,18.3,,50.8,252.4,5.3,0.926,5.9,3656.0,3711.0,94.1,,,416.0,1.1,15.6,6401.0,0.86,22.2,5732.0,Diehl
Springfield,155924.0,115816.0,99490.0,46030.0,8235.0,0.7427721197506477,0.6380672635386471,0.2952079218080603,0.0528141915292065,3.7,0.283,0.8,-0.087,12.3,14.9,76.6,163.2,11.8,363.3,17.3,0.045,0.5,48.3,80.0,3.5,66.1,61.6,2116.0,1.2,3208.0,52.6,3.59,115.0,9.2,3.0,30.1,5.4,6.6,45.2,21.8,2.6,30.0,7.4,6.6,13136.0,0.0,6.3,12.8,5.0,32.0,34.6,86.7,-0.063,10.1,58.2,234.0,35.7,7.3,-0.06,0.001,173.0,459.0,0.006,14548.0,3.0,72.6,6.8,-0.003,34.4,6.8,55.7,0.938,16.4,2653.0,2507.0,83.7,58503.0,0.37,209.0,0.7,103.9,94641.0,0.29,52.6,54373.0,Healey
Wales,1826.0,1111.0,1025.0,529.0,113.0,0.608433734939759,0.5613362541073385,0.2897042716319825,0.0618838992332968,5.4,0.051,0.0,-0.122,5.4,8.2,674.6,16.3,11.4,459.2,14.9,0.002,5.4,22.3,31.0,,0.0,59.6,1180.0,5.4,1912.0,49.3,0.59,11.0,14.5,0.0,179.4,0.0,35.5,20.3,3.4,2.5,27.0,15.1,2.8,20918.0,0.0,0.5,10.9,11.0,43.6,92.1,12.2,-0.061,50.6,39.4,28.0,,1.4,2.7,0.001,13.0,27.0,0.11,11994.0,3.0,91.9,17.4,-0.138,35.7,135.9,24.4,0.961,15.3,2881.0,2948.0,84.7,64310.0,0.25,436.0,0.0,5.4,1297.0,1.1,18.6,1087.0,Diehl
West Springfield,28831.0,21840.0,19526.0,10578.0,2198.0,0.7575179494294336,0.6772571190732198,0.3668967430890361,0.0762373833720647,16.9,0.198,1.1,-0.102,9.2,13.0,165.2,95.4,9.9,463.2,15.5,0.071,2.5,80.4,47.0,12.7,18.3,46.4,1268.0,3.0,2727.0,51.2,5.5,150.0,8.4,1.8,63.2,0.7,10.0,29.2,9.1,2.33,34.3,10.8,8.4,23896.0,-0.04,1.1,17.3,13.0,39.6,46.8,28.6,0.113,16.3,29.1,237.0,29.8,8.7,0.39,0.001,33.0,479.0,0.007,13039.0,6.0,69.3,12.4,-0.025,34.6,22.5,24.1,0.911,7.4,3696.0,3533.0,92.6,62477.0,0.33,292.0,0.7,54.4,17287.0,0.21,30.9,13513.0,Healey
Westfield,40828.0,29203.0,26288.0,15174.0,3693.0,0.7152689330851376,0.643871852650142,0.3716567061820319,0.0904526305476633,11.9,0.177,0.5,-0.023,4.4,9.8,258.2,35.0,10.3,401.9,18.2,0.056,0.7,96.2,25.0,5.8,17.3,55.4,1298.0,3.7,2285.0,51.1,5.15,118.0,9.3,1.9,85.4,2.9,12.1,27.5,6.1,2.49,27.5,11.4,7.6,22803.0,0.02,0.8,11.9,10.0,38.6,56.1,16.9,0.244,20.6,29.1,149.0,20.6,6.5,0.96,0.001,58.0,186.0,0.171,12568.0,6.0,83.6,14.0,-0.045,40.4,62.3,31.1,0.967,8.3,3737.0,3924.0,91.7,60626.0,0.26,316.0,1.9,18.3,25061.0,0.42,28.8,20685.0,Diehl
Wilbraham,14607.0,12589.0,11306.0,7007.0,1821.0,0.861847059628945,0.7740124597795578,0.479701512973232,0.1246662559047032,28.1,0.087,2.8,-0.104,7.7,6.3,224.3,34.4,10.1,494.2,,0.069,2.1,115.7,59.0,12.0,22.5,62.3,1425.0,3.5,2287.0,52.7,4.95,113.0,8.1,3.5,77.4,0.7,6.5,12.2,4.7,2.63,21.0,15.0,10.7,39154.0,-0.04,0.2,11.3,7.0,46.8,72.8,,0.228,22.7,28.4,148.0,18.9,6.5,2.55,0.001,58.0,176.0,0.151,,12.0,88.7,16.7,,56.9,40.1,3.3,0.937,7.5,5237.0,5405.0,92.5,,,354.0,4.2,17.4,10509.0,0.47,28.2,9397.0,Healey
Amherst,39260.0,24142.0,19596.0,13120.0,4290.0,0.6149261334691798,0.4991339786041773,0.3341823739174732,0.1092715231788079,4.0,0.268,7.1,-0.1,2.1,4.1,35.7,47.4,9.8,253.2,19.8,0.155,1.3,36.6,77.0,4.5,16.9,55.4,917.0,0.2,1654.0,51.1,6.15,102.0,10.0,0.8,15.5,4.2,19.0,21.4,13.8,2.44,27.3,43.1,3.5,15486.0,-0.16,0.1,14.5,9.0,21.3,42.4,49.0,-0.161,4.8,15.2,110.0,12.4,6.7,2.48,-0.001,653.0,91.0,0.16,18388.0,3.0,89.8,3.4,-0.127,35.6,6.9,17.4,0.914,16.7,6293.0,6508.0,83.3,66484.0,0.27,107.0,2.9,20.7,22425.0,0.52,50.2,11871.0,Healey
Belchertown,15344.0,13242.0,12015.0,7758.0,1994.0,0.8630083420229405,0.7830422314911366,0.5056047966631908,0.1299530761209593,11.6,0.076,2.0,-0.088,3.4,10.0,337.2,,10.4,450.0,18.4,0.027,3.4,78.6,48.0,2.7,7.5,55.5,1546.0,4.8,2787.0,51.3,0.98,27.0,14.2,0.0,118.4,2.0,16.0,7.9,7.5,2.62,21.7,16.1,1.6,28327.0,-0.02,0.5,9.6,15.0,40.5,80.4,9.1,0.374,34.1,23.8,120.0,15.6,4.3,2.26,-0.002,80.0,106.0,0.118,11396.0,6.0,92.1,24.8,-0.061,37.1,103.3,37.9,0.958,9.4,4039.0,4158.0,90.6,63046.0,0.34,382.0,4.1,12.9,9732.0,1.53,28.4,9609.0,Healey
Chesterfield,1181.0,695.0,625.0,417.0,142.0,0.5884843353090601,0.529212531752752,0.353090601185436,0.1202370872142252,8.2,0.015,0.0,-0.112,0.0,2.5,360.1,,11.9,399.3,,0.0,24.5,35.2,22.0,,0.0,59.7,1363.0,5.7,2166.0,49.0,0.73,16.0,5.4,0.0,331.4,40.9,5.8,32.3,3.4,2.39,23.5,22.0,7.0,16279.0,-0.12,0.0,16.4,,49.0,83.0,,0.06,43.4,17.6,33.0,,1.5,1.46,-0.002,12.0,57.0,0.15,,7.0,94.5,22.1,,25.0,410.2,9.1,0.971,9.9,3425.0,3739.0,90.1,,,494.0,8.2,0.0,888.0,0.66,24.3,822.0,Healey
Cummington,825.0,802.0,730.0,504.0,141.0,0.9721212121212122,0.8848484848484849,0.610909090909091,0.1709090909090909,0.0,0.052,0.0,0.014,0.0,6.9,229.4,34.5,11.1,498.9,,0.0,34.4,29.8,12.0,,0.0,56.8,1102.0,3.4,1697.0,50.0,1.03,18.0,3.8,0.0,156.3,11.5,85.5,47.6,4.1,2.16,35.4,17.3,7.1,26185.0,0.07,1.1,11.5,23.0,43.7,72.2,,0.275,58.5,17.3,21.0,,1.2,0.41,-0.002,22.0,,0.134,,3.0,88.5,14.9,,31.5,413.8,10.2,0.778,14.6,2726.0,2828.0,85.4,,,430.0,11.5,,679.0,0.45,22.9,591.0,Healey
Easthampton,16206.0,16603.0,14773.0,10087.0,2640.0,1.0244970998395655,0.911575959521165,0.6224237936566703,0.1629026286560533,12.5,0.226,1.9,-0.022,5.0,10.3,235.5,,9.9,490.4,19.0,0.066,1.9,55.9,31.0,3.7,8.1,44.1,921.0,3.9,2052.0,52.5,6.02,123.0,19.7,6.9,75.3,1.9,11.6,31.3,3.9,2.21,33.9,15.6,9.4,23990.0,0.01,0.6,20.6,16.0,42.8,54.4,15.1,-0.01,24.7,24.4,134.0,19.8,6.5,0.5,-0.002,49.0,124.0,0.215,11382.0,5.0,87.0,16.3,-0.035,35.1,67.4,27.7,0.908,9.2,3036.0,3311.0,90.8,62483.0,0.3,324.0,3.1,21.7,11921.0,0.39,34.4,10592.0,Healey
Goshen,955.0,482.0,438.0,301.0,106.0,0.5047120418848168,0.4586387434554974,0.3151832460732984,0.1109947643979057,0.0,0.042,0.0,0.129,0.0,10.4,208.7,,11.8,383.3,,0.012,19.0,71.2,14.0,,0.0,56.0,1204.0,0.0,2150.0,51.3,1.81,39.0,3.6,0.0,189.9,9.5,21.3,20.5,3.3,2.53,19.5,15.4,10.6,12403.0,-0.16,0.9,19.0,19.0,43.8,85.2,,0.316,47.4,26.4,63.0,18.9,2.9,2.28,-0.001,1.0,38.0,0.117,,3.0,94.3,19.9,,42.0,721.7,7.0,0.979,5.5,2945.0,3000.0,94.5,,,456.0,0.0,0.0,756.0,1.22,26.2,672.0,Healey
Granby,6105.0,5075.0,4612.0,2806.0,657.0,0.8312858312858313,0.7554463554463554,0.4596232596232596,0.1076167076167076,16.0,0.076,3.2,-0.049,1.6,6.7,477.6,19.3,10.8,448.1,15.6,0.037,6.4,113.0,20.0,1.6,1.6,59.0,1383.0,7.7,2300.0,50.6,1.11,26.0,15.3,0.0,131.4,0.0,14.3,15.9,3.3,2.63,21.9,15.5,12.2,26416.0,0.01,0.6,9.6,10.0,44.2,73.7,7.4,0.152,36.5,32.0,121.0,19.1,5.2,2.35,-0.002,6.0,146.0,0.155,10828.0,7.0,91.8,26.9,-0.09,37.2,89.9,30.6,0.94,5.6,3625.0,3766.0,94.4,,0.37,427.0,6.4,11.1,4538.0,0.58,24.4,3956.0,Diehl
Hadley,5320.0,4947.0,4398.0,3061.0,936.0,0.9298872180451128,0.8266917293233083,0.5753759398496241,0.1759398496240601,21.0,0.064,5.7,-0.002,0.0,5.1,489.5,59.1,10.6,507.6,16.8,0.0,9.5,295.6,40.0,13.3,30.5,41.8,1026.0,3.0,2457.0,52.2,1.65,41.0,14.5,1.9,112.6,9.5,15.5,28.9,4.9,2.41,27.6,22.1,10.3,25450.0,-0.14,0.2,32.4,34.0,46.1,62.3,17.6,0.456,18.9,19.9,190.0,28.4,7.8,0.99,-0.002,64.0,450.0,0.145,11268.0,9.0,65.9,13.5,-0.016,49.1,183.2,10.6,0.924,14.3,3175.0,3214.0,85.7,56677.0,0.43,350.0,11.4,26.5,3894.0,0.46,36.5,3493.0,Healey
Hatfield,3348.0,3059.0,2759.0,1958.0,589.0,0.9136798088410992,0.8240740740740741,0.5848267622461171,0.1759259259259259,18.3,0.11,3.0,-0.01,3.0,7.0,420.9,18.3,10.8,528.2,14.5,0.017,18.3,52.5,,,21.3,,,7.6,,51.2,,,,0.0,154.9,24.4,4.9,35.6,2.6,2.21,31.2,29.4,9.6,28920.0,-0.24,0.3,30.5,12.0,48.2,68.6,6.2,0.259,31.1,16.9,,6.1,,0.5,-0.002,18.0,,0.144,11078.0,10.0,74.3,20.1,0.077,39.2,290.3,17.6,0.904,5.5,3156.0,3531.0,94.5,50028.0,0.48,415.0,3.0,,2567.0,0.24,35.3,2313.0,Healey
Huntington,2091.0,1804.0,1650.0,983.0,255.0,0.8627450980392157,0.7890961262553802,0.4701099952175992,0.1219512195121951,0.0,0.061,4.6,-0.047,4.6,11.5,500.0,,10.7,384.4,,0.0,13.8,43.1,37.0,,22.9,69.1,1243.0,8.7,1756.0,49.9,1.47,26.0,3.7,4.6,212.2,4.6,88.1,35.0,4.9,2.51,23.3,9.3,6.9,27329.0,0.03,2.8,18.3,18.0,42.3,78.0,,0.068,36.2,34.6,49.0,,2.8,0.73,-0.001,4.0,,0.184,,6.0,93.8,26.6,,29.7,381.3,12.6,0.866,38.8,3041.0,3140.0,61.2,,,489.0,9.2,,1433.0,0.6,19.6,1217.0,Diehl
Middlefield,380.0,204.0,178.0,121.0,32.0,0.5368421052631579,0.4684210526315789,0.3184210526315789,0.0842105263157894,0.0,0.015,0.0,-0.01,0.0,5.8,479.8,,11.8,360.8,,0.0,19.2,28.8,15.0,,0.0,50.1,1147.0,5.8,2135.0,48.9,0.33,7.0,8.1,0.0,284.1,19.2,0.0,35.7,0.0,2.39,23.4,9.5,9.1,16424.0,-0.07,1.9,,,50.5,88.0,,-0.457,36.5,9.2,25.0,,1.2,0.77,0.0,5.0,,0.025,,8.0,90.9,26.9,,31.4,191.9,8.5,0.952,12.9,3031.0,3055.0,87.2,,,520.0,0.0,,356.0,0.61,30.5,334.0,Healey
Northampton,29567.0,27937.0,24094.0,17427.0,5599.0,0.944870971014983,0.8148949842730071,0.5894071092772347,0.1893665234890249,13.3,0.327,6.3,-0.029,6.7,7.0,161.1,53.3,9.9,469.9,17.3,0.137,2.5,113.3,56.0,15.4,80.9,40.3,1043.0,2.5,2490.0,56.9,4.37,109.0,20.8,3.5,42.3,4.6,8.2,46.5,6.9,2.12,37.2,32.7,6.8,26503.0,-0.06,0.9,33.3,37.0,38.6,47.1,29.6,-0.074,15.0,15.3,166.0,23.7,6.7,-0.02,-0.002,769.0,300.0,0.207,12528.0,5.0,80.0,5.9,-0.013,27.5,40.3,16.9,0.856,22.4,4064.0,4240.0,77.6,57173.0,0.26,232.0,4.9,40.0,20800.0,0.1,49.6,17925.0,Healey
Plainfield,628.0,456.0,404.0,288.0,99.0,0.7261146496815286,0.643312101910828,0.4585987261146497,0.1576433121019108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Healey
South Hadley,18147.0,14601.0,12870.0,8345.0,2236.0,0.8045958009588362,0.7092081335757977,0.4598556235190389,0.1232159585606436,14.8,0.248,1.1,-0.073,5.7,7.9,358.6,37.2,9.8,435.0,16.7,0.14,5.1,76.9,57.0,5.7,12.0,51.0,1088.0,4.2,2131.0,59.0,,,17.4,4.6,73.0,1.7,13.9,24.6,5.7,2.25,32.2,,11.9,25663.0,-0.01,0.6,16.0,11.0,40.0,53.0,15.3,0.071,17.2,23.8,134.0,17.6,6.3,0.73,-0.002,149.0,190.0,0.1,13310.0,7.0,90.5,14.1,-0.105,44.4,52.6,29.2,0.928,10.4,3449.0,3501.0,89.6,64819.0,0.32,285.0,2.3,23.8,11211.0,0.23,31.7,10059.0,Healey
Southampton,6220.0,5390.0,4866.0,3211.0,812.0,0.8665594855305466,0.7823151125401929,0.5162379421221865,0.1305466237942122,22.4,0.047,1.7,-0.02,1.7,6.4,486.9,29.4,10.5,480.3,18.2,0.028,12.1,44.9,20.0,6.9,1.7,61.3,1450.0,6.9,2287.0,51.5,1.35,31.0,10.9,0.0,147.2,3.5,7.2,6.1,4.3,2.58,20.3,16.8,8.2,32298.0,0.06,0.2,22.4,9.0,42.8,78.7,8.8,0.337,39.0,28.0,131.0,,5.7,3.18,-0.002,20.0,115.0,0.173,10074.0,7.0,93.9,19.9,-0.009,42.8,183.4,21.8,0.954,5.1,3764.0,3912.0,94.9,64206.0,0.24,446.0,5.2,5.1,4283.0,0.89,24.2,4194.0,Healey
Ware,10061.0,7572.0,6890.0,3862.0,871.0,0.7526090845840374,0.6848225822482854,0.3838584633734221,0.086571911340821,3.0,0.15,1.0,-0.09,3.0,11.6,421.4,37.5,11.6,410.3,21.5,0.004,3.0,99.2,35.0,4.1,24.3,49.3,1266.0,5.0,2531.0,50.9,3.25,82.0,17.9,8.1,135.5,6.1,9.6,41.6,6.3,2.39,29.1,15.2,14.0,21823.0,0.0,1.2,21.3,7.0,43.1,59.9,11.5,-0.016,31.9,32.0,157.0,13.1,6.2,0.31,-0.002,3.0,201.0,0.129,11919.0,5.0,85.2,21.5,0.043,38.4,97.4,39.7,0.927,10.8,3003.0,3097.0,89.2,56397.0,0.3,383.0,4.1,41.2,6410.0,0.28,31.3,4951.0,Diehl
Williamsburg,2499.0,3469.0,3127.0,2314.0,728.0,1.388155262104842,1.2513005202080831,0.925970388155262,0.2913165266106443,12.1,0.188,12.1,-0.073,0.0,10.5,233.7,,10.0,533.4,18.3,0.036,16.1,119.3,49.0,4.0,24.2,54.2,1212.0,4.0,2093.0,54.1,1.18,25.0,11.6,12.1,123.9,8.1,21.1,41.1,5.1,2.21,30.2,22.5,11.4,22510.0,0.02,0.4,48.3,56.0,47.7,74.2,4.3,0.417,34.2,11.6,77.0,8.0,3.7,0.21,-0.002,59.0,128.0,0.126,13041.0,9.0,91.5,15.3,-0.091,34.9,395.6,12.1,0.785,7.6,4221.0,4422.0,92.4,60469.0,0.07,434.0,24.2,8.0,1926.0,0.31,36.8,1822.0,Healey
Worthington,1188.0,978.0,887.0,606.0,210.0,0.8232323232323232,0.7466329966329966,0.51010101010101,0.1767676767676767,8.7,0.016,0.0,-0.09,0.0,9.5,285.5,,10.8,491.3,,0.0,17.3,30.3,,8.7,26.0,,,4.3,,50.6,,,,0.0,250.4,34.6,67.1,27.4,9.5,2.21,26.1,19.2,6.2,27579.0,0.09,0.0,34.6,26.0,50.7,80.5,,0.476,53.6,15.3,,,,1.5,-0.002,21.0,,-0.001,,9.0,93.1,19.9,,35.3,563.3,6.5,0.678,9.6,3135.0,3069.0,90.5,,,495.0,8.7,,897.0,0.58,27.1,870.0,Healey
Acton,24017.0,24010.0,21314.0,14989.0,4162.0,0.9997085397843194,0.8874547195736353,0.6240995961194155,0.173293916808927,36.0,0.329,10.5,-0.004,1.8,8.2,69.8,10.4,8.5,486.8,22.5,0.273,1.8,68.1,88.0,14.1,24.6,67.2,2336.0,1.0,3474.0,50.9,3.3,115.0,7.5,1.8,35.5,3.2,3.4,9.0,7.3,2.66,23.0,33.1,3.1,55496.0,-0.06,0.3,14.6,18.0,40.8,76.0,39.0,-0.231,11.1,24.4,149.0,20.4,4.3,5.25,0.01,320.0,108.0,0.15,11669.0,10.0,87.2,12.2,-0.017,31.9,3.2,8.7,0.968,6.3,9259.0,9650.0,93.7,75741.0,0.31,280.0,6.4,10.3,14398.0,0.34,28.0,13927.0,Healey
Arlington,46304.0,44986.0,40093.0,29800.0,8318.0,0.9715359364201795,0.8658647201105736,0.6435729094678645,0.1796389080856945,30.3,0.423,23.1,0.079,5.6,14.4,30.6,30.7,8.6,469.9,18.5,0.216,1.2,60.3,70.0,7.0,17.0,44.0,1015.0,2.8,1844.0,53.5,5.72,,11.3,2.1,22.8,14.7,12.0,54.5,6.7,2.24,34.1,29.8,8.4,43414.0,-0.05,0.3,9.3,20.0,41.7,39.8,23.0,-0.094,11.7,15.6,108.0,18.6,5.8,-0.03,0.01,835.0,120.0,0.232,12603.0,12.0,93.7,11.4,0.054,35.6,0.0,11.8,0.819,5.9,6565.0,6842.0,94.1,55373.0,0.5,199.0,4.2,11.7,30616.0,0.01,46.6,28551.0,Healey
Ashby,3188.0,2355.0,2164.0,1289.0,307.0,0.7387076537013801,0.6787954830614805,0.4043287327478043,0.0962986198243412,0.0,0.015,6.5,-0.201,9.8,6.2,188.7,64.4,10.7,430.4,,0.0,9.8,60.8,27.0,,0.0,55.6,953.0,6.8,1695.0,49.7,2.79,47.0,9.5,0.0,134.9,0.0,39.6,25.1,7.6,2.78,15.5,19.1,7.7,26675.0,-0.07,1.3,9.8,13.0,43.1,96.1,,0.017,39.4,36.2,209.0,,12.3,1.1,0.01,15.0,102.0,0.167,,8.0,93.7,25.7,,27.5,112.7,7.7,0.919,6.5,3486.0,3685.0,93.5,,,450.0,9.8,6.4,2375.0,0.81,15.1,2023.0,Diehl
Ashland,18828.0,18519.0,16409.0,10581.0,2471.0,0.9835882727852135,0.8715211387295517,0.5619821542383684,0.1312407053324835,57.9,0.348,6.6,-0.098,5.4,14.6,116.3,31.6,9.0,467.4,19.6,0.279,1.8,76.7,21.0,9.6,4.2,54.2,1441.0,3.5,2659.0,51.4,4.63,123.0,16.7,2.4,39.8,1.8,5.6,9.7,7.7,2.59,22.9,19.9,5.5,41094.0,-0.05,0.5,16.3,9.0,40.9,71.9,21.8,0.103,19.3,25.5,160.0,19.8,6.0,3.74,0.01,54.0,85.0,0.115,12183.0,9.0,90.7,17.5,-0.022,35.2,9.5,11.2,0.918,4.9,5958.0,6125.0,95.1,69830.0,0.4,325.0,7.8,8.3,10735.0,1.02,27.6,10444.0,Healey
Ayer,8475.0,7743.0,6912.0,4177.0,955.0,0.9136283185840708,0.8155752212389381,0.4928613569321534,0.1126843657817109,14.8,0.347,2.7,-0.075,13.5,14.7,103.7,118.7,9.8,477.6,,0.156,4.0,78.6,78.0,1.3,52.5,47.3,1243.0,3.9,2484.0,49.7,6.37,158.0,14.2,5.4,55.6,5.4,11.0,26.1,12.1,2.3,33.6,18.4,2.1,26154.0,0.01,1.1,20.2,19.0,40.4,63.7,,-0.371,24.0,29.5,209.0,29.4,8.4,0.29,0.01,7.0,226.0,0.187,,6.0,64.1,21.9,,33.7,8.0,3.8,0.957,10.3,3558.0,3649.0,89.8,75201.0,,350.0,2.7,37.0,4961.0,0.77,24.9,4625.0,Healey
Bedford,14377.0,13531.0,12139.0,8559.0,2561.0,0.9411560130764416,0.8443347012589553,0.5953258677053628,0.178131738192947,43.5,0.185,3.8,0.004,4.5,9.1,105.1,23.8,8.7,527.0,15.5,0.1,2.3,104.7,98.0,13.5,48.0,45.9,2413.0,2.0,5024.0,50.1,3.29,166.0,13.4,2.3,45.9,8.3,6.6,10.5,4.5,2.5,25.6,28.2,8.7,52676.0,-0.01,0.3,14.3,14.0,43.4,62.6,26.8,0.083,19.5,25.5,230.0,29.1,4.6,1.54,0.01,211.0,56.0,0.241,16600.0,10.0,78.6,13.9,0.039,47.9,2.2,6.6,0.944,12.6,7883.0,7963.0,87.4,78282.0,0.39,338.0,6.0,5.2,9842.0,0.48,27.4,8859.0,Healey
Belmont,27289.0,26595.0,23669.0,17189.0,4644.0,0.9745685074572172,0.8673458169958591,0.6298875004580601,0.1701784601854227,34.0,0.417,22.6,0.032,5.3,11.9,33.6,37.6,8.8,451.7,21.3,0.18,1.6,71.9,114.0,18.6,73.6,53.2,1499.0,2.1,2464.0,53.0,6.19,152.0,6.2,2.8,22.3,2.0,2.1,64.2,9.1,2.54,24.2,32.3,7.9,65808.0,-0.13,0.2,5.7,16.0,41.5,41.2,28.4,-0.052,8.8,19.8,163.0,22.5,6.6,-0.1,0.01,920.0,116.0,0.157,12259.0,16.0,94.3,8.7,0.052,45.6,0.0,7.8,0.871,10.7,9964.0,10359.0,89.3,79489.0,0.51,222.0,3.2,7.5,17821.0,0.01,36.1,15356.0,Healey
Billerica,42114.0,35981.0,32508.0,19630.0,3898.0,0.8543714679204065,0.7719048297478274,0.4661157809754476,0.092558294153963,21.1,0.138,2.2,-0.089,8.2,11.5,134.2,30.5,9.2,445.2,20.0,0.076,3.5,76.5,41.0,4.5,8.0,48.5,1385.0,8.3,2733.0,49.6,5.85,160.0,8.8,1.7,61.0,2.0,4.8,12.8,5.5,2.79,19.7,16.5,8.7,31054.0,0.07,0.7,10.2,10.0,38.7,73.2,12.2,-0.039,27.2,57.3,159.0,18.5,5.8,2.63,0.01,68.0,115.0,0.129,12872.0,7.0,75.9,19.2,-0.096,37.5,2.2,16.5,0.949,5.8,4366.0,4468.0,94.2,63885.0,0.4,360.0,3.2,13.7,26216.0,0.57,28.7,24644.0,Healey
